"index","code","lc","product_name_de","product_name_el","product_name_en","product_name_es","product_name_fi","product_name_fr","product_name_id","product_name_it","product_name_lt","product_name_lv","product_name_nb","product_name_nl","product_name_pl","product_name_ro","product_name_sl","product_name_sv","generic_name_de","generic_name_en","generic_name_es","generic_name_fr","generic_name_sv","quantity","serving_size","packaging","packaging_tags","brands","brands_tags","brand_owner","categories","categories_tags","labels","labels_tags","countries","countries_tags","stores","stores_tags","obsolete","obsolete_since_date","origins","origins_tags","origin_en","origin_fr","manufacturing_places","manufacturing_places_tags","emb_codes","emb_codes_tags","ingredients_text_de","ingredients_text_en","ingredients_text_es","ingredients_text_fi","ingredients_text_fr","ingredients_text_id","ingredients_text_it","ingredients_text_lt","ingredients_text_lv","ingredients_text_nb","ingredients_text_nl","ingredients_text_pl","ingredients_text_ro","ingredients_text_sv","allergens","allergens_tags","traces","traces_tags","no_nutrition_data","nutrition_data_per","nutrition_data_prepared_per","energy-kj_value","energy-kj_unit","energy-kcal_value","energy-kcal_unit","fat_value","fat_unit","saturated-fat_value","saturated-fat_unit","carbohydrates_value","carbohydrates_unit","sugars_value","sugars_unit","fiber_value","fiber_unit","proteins_value","proteins_unit","salt_value","salt_unit","sodium_value","sodium_unit","alcohol_value","alcohol_unit","energy_value","energy_unit","energy-from-fat_value","energy-from-fat_unit","monounsaturated-fat_value","monounsaturated-fat_unit","polyunsaturated-fat_value","polyunsaturated-fat_unit","omega-3-fat_value","omega-3-fat_unit","omega-6-fat_value","omega-6-fat_unit","omega-9-fat_value","omega-9-fat_unit","trans-fat_value","trans-fat_unit","cholesterol_value","cholesterol_unit","soluble-fiber_value","soluble-fiber_unit","insoluble-fiber_value","insoluble-fiber_unit","vitamin-a_value","vitamin-a_unit","vitamin-d_value","vitamin-d_unit","vitamin-e_value","vitamin-e_unit","vitamin-k_value","vitamin-k_unit","vitamin-c_value","vitamin-c_unit","vitamin-b1_value","vitamin-b1_unit","vitamin-b2_value","vitamin-b2_unit","vitamin-pp_value","vitamin-pp_unit","vitamin-b6_value","vitamin-b6_unit","vitamin-b9_value","vitamin-b9_unit","folates_value","folates_unit","vitamin-b12_value","vitamin-b12_unit","pantothenic-acid_value","pantothenic-acid_unit","potassium_value","potassium_unit","calcium_value","calcium_unit","phosphorus_value","phosphorus_unit","iron_value","iron_unit","magnesium_value","magnesium_unit","zinc_value","zinc_unit","copper_value","copper_unit","manganese_value","manganese_unit","selenium_value","selenium_unit","fruits-vegetables-nuts_value","fruits-vegetables-nuts_unit","phylloquinone_value","phylloquinone_unit","link","off:food_groups","off:food_groups_tags","off:nova_groups","off:nova_groups_tags","off:nutriscore_grade","off:nutriscore_score","off:ecoscore_grade","off:ecoscore_score","off:ecoscore_data.missing_key_data","off:ecoscore_data.agribalyse.code","off:ecoscore_data.adjustments.origins_of_ingredients.value","off:ecoscore_data.adjustments.packaging.value","off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials","off:ecoscore_data.adjustments.production_system.value","off:ecoscore_data.adjustments.threatened_species.value","sources_fields:org-database-usda:available_date","sources_fields:org-database-usda:fdc_category","sources_fields:org-database-usda:fdc_data_source","sources_fields:org-database-usda:fdc_id","sources_fields:org-database-usda:modified_date","sources_fields:org-database-usda:publication_date","data_sources"
"211","0023012900038","en","null","null","Avocado salad roll","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","130.4 g","130.4 g","null","null","null","null","null","Meals, Sushis and makis, Sushis","en:meals,en:sushis-and-makis,en:sushis","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","76.6871165644","kcal","3.527607362","g","0.3834355828","g","11.5030674847","g","1.5337423313","g","2.3006134969","g","1.5337423313","g","76.6871165644","g","30.6748466258","g","","null","76.6871165644","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:one-dish-meals","en:composite-foods,en:one-dish-meals","","unknown","c","8","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps, App - smoothie-openfoodfacts"
"212","4045612009412","de","CD Milde Seife Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","null","null","null","Lornamead GmbH","lornamead-gmbh","null","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Fruchtbasierte Lebensmittel, Früchte, Tropische Früchte, Avocados","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","null","null","Deutschland","en:germany","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","www.cd-koerperpflege.de","en:fruits","en:fruits-and-vegetables,en:fruits","","unknown","null","","c","52","1","13004","-5","-15","1","0","","null","null","null","","null","null","App - smoothie-openfoodfacts, Apps"
"213","5010482644307","en","null","null","Ripe & ready avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United Kingdom","en:united-kingdom","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"214","0708163192715","en","null","null","Avocado oil classic sea salt kettle style potato chips","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Australia","en:australia","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","552","kcal","32.1","g","5.4","g","53.6","g","0","g","3.6","g","10.7","g","1.0725","g","0.429","g","","null","552","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"215","0070740103996","en","null","null","Hass Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"216","0041735023063","en","null","null","Avocado oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1tbsp","null","null","Pics","pics","null","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Avocado oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:avocado-oils","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","800","kcal","93.3333333333","g","13.3333333333","g","0","g","0","g","0","g","0","g","0","g","0","g","","null","800","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fats","en:fats-and-sauces,en:fats","2","en:2-processed-culinary-ingredients","c","10","e","3","1","17100","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"217","00453509","en","null","null","Avocado oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","By sainsbury's","by-sainsbury-s","null","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Avocado oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:avocado-oils","null","null","United Kingdom","en:united-kingdom","Sainsbury's","sainsbury-s","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","822","kcal","91.3","g","14.4","g","0.5","g","0.5","g","0.5","g","0.5","g","","null","","null","","null","822","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fats","en:fats-and-sauces,en:fats","2","en:2-processed-culinary-ingredients","null","","e","3","1","17100","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"218","0191414012083","en","null","null","Avocado Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Avocado oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:avocado-oils","null","null","United Kingdom","en:united-kingdom","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","800","kcal","93.3","g","8","g","0","g","0","g","","null","0","g","0","g","0","g","","null","800","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fats","en:fats-and-sauces,en:fats","2","en:2-processed-culinary-ingredients","c","9","e","3","1","17100","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"219","126103979641900599","en","null","null","Zayto 100% Avocado Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","928.5714285714","kcal","100","g","14.2857142857","g","0","g","0","g","0","g","0","g","0","g","0","g","","null","928.5714285714","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"220","4061458290883","de","Gewürzsalz für Avocado 1 x f. Bowls","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Le Gusto","le-gusto","null","Gewürzmittel","en:condiments","null","null","Deutschland","en:germany","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps, App - Speisekammer"
"221","0195893398027","en","null","null","Green Go Spicy Creamy Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","53.5714285714","kcal","5.3571428571","g","0","g","3.5714285714","g","3.5714285714","g","3.5714285714","g","0","g","0.625","g","0.25","g","","null","53.5714285714","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"222","0810041590220","en","null","null","Mashed avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","30.0g","null","null","IYO Quiero!","iyo-quiero","null","null","null","null","null","Italy","en:italy","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","166.6666666667","kcal","14","g","1.6666666667","g","10","g","0","g","6.6666666667","g","3.3333333333","g","0","g","0","g","","null","166.6666666667","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"223","4061458069809","de","Vegane Bio-Streichcreme - Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","180g","null","Glas","en:glass","Mein Veggie Tag, InnFood, Aldi","mein-veggie-tag,innfood,aldi","null","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Brotaufstriche, Pflanzliche Brotaufstriche, Gesalzene Aufstriche, Streichcreme","en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:plant-based-spreads,en:salted-spreads,de:streichcreme","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, DE-ÖKO-001, Europäische Vegetarier-Union, FSC, FSC Mix","en:organic,en:vegetarian,en:eu-organic,en:vegan,en:de-oko-001,en:european-vegetarian-union,en:fsc,en:fsc-mix","Deutschland","en:germany","Rewe","rewe","0","null","null","null","null","null","Hillesheim","hillesheim","FSC-C102726","fsc-c102726","Trinkwasser, Sonnenblumenöl, Sonnenblumenkerne, Avocado, Zwiebeln, Apfelsaftkonzentrat, Gewürze, Apfelessig, Zitronensaftkonzentrat, Meersalz, Johannisbrotkernmehl","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","363","kcal","35","g","5","g","5.6","g","3.3","g","","null","5","g","1.1","g","0.44","g","","null","363","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:salty-and-fatty-products","en:salty-snacks,en:salty-and-fatty-products","3","en:3-processed-foods","d","12","unknown","","","","-5","-2","0","15","","null","null","null","","null","null","App - off, Apps, App - yuka, App - Open Food Facts, App - smoothie-openfoodfacts, App - Speisekammer"
"224","5000128780223","en","null","null","Organic avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Ldpe-wrapper","en:ldpe-wrapper","Coop","coop","null","null","null","Organic, EU Organic, Non-EU Agriculture, EU Agriculture, EU/non-EU Agriculture, GB-ORG-05, Soil Association Organic","en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:gb-org-05,en:soil-association-organic","United Kingdom","en:united-kingdom","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","198","kcal","20","g","4.7","g","1.9","g","0.5","g","3.4","g","1.6","g","","null","","null","","null","198","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","","","-5","-8","0","15","","null","null","null","","null","null","App - Horizon, Apps, App - Yuka"
"225","0772468043034","fr","null","null","null","null","null","Avocado Hummus","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Canada","en:canada","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","233.3333333333","kcal","16.6666666667","g","1.6666666667","g","16.6666666667","g","3.3333333333","g","6.6666666667","g","6.6666666667","g","0.9583333333","g","0.3833333333","g","","null","233.3333333333","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"226","0772468042099","fr","null","null","null","null","null","avocado hummus","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Canada","en:canada","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","233.3333333333","kcal","16.6666666667","g","1.6666666667","g","16.6666666667","g","3.3333333333","g","6.6666666667","g","6.6666666667","g","0.9583333333","g","0.3833333333","g","","null","233.3333333333","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"227","3700946302165","fr","null","null","null","null","null","Avocat bio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Avocats","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","Bio, Bio européen, ES-ECO-003-AN, AB Agriculture Biologique, Triman","en:organic,en:eu-organic,en:es-eco-003-an,fr:ab-agriculture-biologique,fr:triman","France","en:france","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits","en:fruits-and-vegetables,en:fruits","","unknown","null","","b","67","1","13004","-5","-15","1","15","","null","null","null","","null","null","App - Yuka, Apps"
"228","8003170084834","it","null","null","null","null","null","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"229","0815074021857","en","null","null","Infused avocado oil spray garlic","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.25 SECOND SPRAY | ABOUT (0.25 g)","null","null","null","null","Chosen Foods, LLC","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","Avocado oil, garlic extract.","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","0","kcal","0","g","0","g","0","g","0","g","","null","0","g","0","g","0","g","","null","0","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fats","en:fats-and-sauces,en:fats","2","en:2-processed-culinary-ingredients","b","0","unknown","","1","","-5","-15","1","0","","2020-02-11T00:00:00Z","Vegetable & Cooking Oils","LI","803633","2020-02-11T00:00:00Z","2020-04-01T00:00:00Z","Databases, database-usda, App - yuka, Apps"
"230","0095829602191","en","null","null","Hass avocados","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"231","8004263910900","it","null","null","null","null","null","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"232","9327304000057","en","null","null","Creamy Avocado Dressing","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Australia","en:australia","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","42.8","kcal","3.8","g","0.5","g","2","g","2","g","","null","0.1","g","0.2775","g","0.111","g","","null","42.8","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"233","4061464314856","it","null","null","null","null","null","null","null","Edamane avocado Burger","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","en:Meat alternatives, en:Vegetarian patties, en:Vegan patties","en:meat-alternatives,en:vegetarian-patties,en:vegan-patties","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","268","kcal","14","g","1.8","g","25","g","2","g","","null","7.7","g","1.4","g","0.56","g","","null","268","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","c","6","b","61","1","20914","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"234","5706911019135","de","avocado i tern","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","300g","null","null","null","null","null","null","null","null","null","null","Deutschland","en:germany","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Speisekammer, Apps"
"235","0850029583028","en","null","null","Avocado Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Avocado oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:avocado-oils","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","928.5714285714","kcal","100","g","14.2857142857","g","0","g","0","g","0","g","0","g","0","g","0","g","","null","928.5714285714","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fats","en:fats-and-sauces,en:fats","2","en:2-processed-culinary-ingredients","d","11","e","3","1","17100","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"236","0705105735436","fr","null","null","Avocado Oil","null","null","Avocado Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","serving","null","null","Brittany Records","brittany-records","Brittany Records","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles d'avocat","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:avocado-oils","Sans additifs","en:no-additives","France, États-Unis","en:france,en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","Avocado oil.","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","800","kcal","93.3333333333","g","16.6666666667","g","0","g","0","g","0","g","0","g","0","g","0","g","","null","800","kcal","","null","9","g","2","g","","null","","null","","null","0","g","0","mg","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fats","en:fats-and-sauces,en:fats","2","en:2-processed-culinary-ingredients","d","11","e","3","1","17100","-5","-15","1","0","","2017-06-25T00:00:00Z","Vegetable & Cooking Oils","LI","501410","2017-06-25T00:00:00Z","2019-04-01T00:00:00Z","Databases, database-usda, App - yuka, Apps, Database - USDA NDB"
